EmployeeID,HireDate,TerminationDate,Department,JobRole,EmploymentType,Gender,AgeGroup,Education,JobSatisfaction,Performance,WorkLifeBalance,Salary
E04426,2024-12-22,,HR,Manager,Full-time,Female,30-40,Master,Very High,Good,Better,67000.0
E202500328,2025-06-12,,HR,IT Analyst,Full-time,Male,20-30,Doctor,Very High,Excellent,Good,70010.47719557393
E03965,2024-07-16,2025-06-03,HR,Research Scientist,Full-time,Female,30-40,Bachelor,Low,Low,Good,51000.0
E03575,2023-08-16,,HR,Sales Executive,Full-time,Male,30-40,College,High,Excellent,Better,85000.0
E03489,2023-02-23,,HR,Finance Director,Full-time,Female,40-50,Master,Very High,Outstanding,Best,71000.0
E04087,2024-07-30,,HR,Manager,Contractor,Female,50-60,Master,Low,Good,Better,51000.0
E04072,2024-05-15,,HR,Finance Director,Contractor,Male,60+,Doctor,Low,Low,Good,69000.0
E04833,2024-08-31,,HR,IT Analyst,Contractor,Male,60+,Doctor,Low,Good,Good,98000.0
E04424,2024-12-26,,HR,HR Specialist,Full-time,Male,Below 20,Bachelor,Low,Outstanding,Best,85000.0
E202500278,2025-06-21,,HR,IT Analyst,Contractor,Male,20-30,College,Low,Low,Better,83919.85540288502
E202500376,2025-06-12,,HR,Sales Executive,Full-time,Male,30-40,Below College,Medium,Low,Best,105765.61647039105
E00614,2021-09-12,,HR,IT Analyst,Contractor,Female,Below 20,Master,Low,Outstanding,Best,56000.0
E02249,2022-06-18,,HR,HR Specialist,Contractor,Male,20-30,College,Medium,Low,Best,56000.0
E04729,2024-10-12,,HR,HR Specialist,Full-time,Male,30-40,Doctor,Very High,Outstanding,Good,46000.0
E00286,2020-04-05,,HR,HR Specialist,Contractor,Female,50-60,Doctor,Medium,Excellent,Best,67000.0
E00780,2021-01-28,,HR,HR Specialist,Contractor,Male,50-60,Master,High,Good,Best,80000.0
E03475,2023-11-02,,HR,Manager,Full-time,Male,60+,Bachelor,Low,Excellent,Best,56000.0
E00751,2021-04-18,,HR,Research Scientist,Full-time,Female,60+,Master,High,Low,Good,71000.0
E00069,2020-12-27,,HR,Finance Director,Contractor,Female,30-40,Doctor,Medium,Outstanding,Bad,92000.0
E00819,2021-09-08,,HR,HR Specialist,Full-time,Female,60+,Below College,Very High,Outstanding,Good,76000.0
E01049,2021-01-13,2022-08-02,HR,Sales Executive,Contractor,Male,40-50,Master,Medium,Excellent,Bad,42000.0
E01082,2021-09-08,,HR,Sales Executive,Full-time,Female,60+,Bachelor,Low,Outstanding,Better,62000.0
E02830,2023-08-22,2025-06-29,HR,HR Specialist,Contractor,Female,Below 20,Bachelor,Low,Good,Bad,61000.0
E01366,2021-01-13,,HR,Finance Director,Contractor,Female,40-50,Bachelor,Very High,Good,Good,52000.0
E202500115,2025-05-05,,HR,IT Analyst,Contractor,Female,Below 20,Master,Low,Outstanding,Best,54634.43847709511
E03506,2023-07-08,,HR,Research Scientist,Contractor,Male,30-40,Doctor,Medium,Low,Good,91000.0
E00778,2021-07-12,2021-11-26,HR,Sales Executive,Full-time,Male,60+,College,Medium,Excellent,Good,54000.0
E02267,2022-01-20,,HR,Manager,Contractor,Male,20-30,College,Low,Low,Better,73000.0
E04820,2024-10-14,,HR,Manager,Full-time,Female,30-40,Doctor,High,Low,Best,51000.0
E00797,2021-07-13,2022-01-20,HR,Research Scientist,Contractor,Male,40-50,Master,Low,Low,Bad,61000.0
E202500382,2025-04-22,,HR,HR Specialist,Full-time,Female,60+,Below College,Very High,Outstanding,Good,78420.78596422992
E00947,2021-07-06,,HR,Research Scientist,Contractor,Female,40-50,Bachelor,Low,Excellent,Best,67000.0
E04398,2024-10-24,,HR,HR Specialist,Contractor,Female,Below 20,Doctor,Medium,Excellent,Best,77000.0
E202500329,2025-01-10,,HR,Sales Executive,Full-time,Male,20-30,Bachelor,Very High,Excellent,Better,77591.12710783975
E02167,2022-09-14,,HR,Research Scientist,Full-time,Male,60+,Doctor,Very High,Excellent,Bad,83000.0
E02131,2022-04-06,,HR,IT Analyst,Contractor,Female,20-30,Master,Very High,Outstanding,Better,95000.0
E01291,2021-04-30,,HR,HR Specialist,Full-time,Female,30-40,Master,Very High,Low,Good,97000.0
E01784,2022-05-16,2025-04-09,HR,Finance Director,Full-time,Male,20-30,Master,Very High,Outstanding,Bad,79000.0
E202500017,2025-06-12,,HR,Manager,Full-time,Female,50-60,Bachelor,High,Good,Good,90645.39888039374
E04639,2024-09-18,,HR,HR Specialist,Contractor,Male,Below 20,Master,Low,Low,Good,95000.0
E04290,2024-03-28,,HR,HR Specialist,Contractor,Male,30-40,College,Very High,Outstanding,Bad,95000.0
E202500087,2025-07-17,,HR,HR Specialist,Full-time,Male,Below 20,College,High,Good,Bad,103979.55998052678
E03276,2023-12-28,,HR,Manager,Full-time,Male,Below 20,Below College,Low,Excellent,Best,60000.0
E202500209,2025-07-17,,HR,Research Scientist,Contractor,Male,60+,Doctor,Very High,Outstanding,Bad,70263.68441662568
E00773,2021-07-02,,HR,Sales Executive,Full-time,Female,Below 20,Master,Medium,Outstanding,Better,41000.0
E04108,2024-11-16,,HR,Manager,Full-time,Female,30-40,Below College,Low,Outstanding,Bad,71000.0
E01510,2022-05-09,,HR,Research Scientist,Contractor,Male,20-30,Master,Very High,Good,Better,64000.0
E00875,2021-05-25,,HR,Finance Director,Full-time,Female,Below 20,Below College,Medium,Good,Best,77000.0
E00705,2021-02-28,,HR,IT Analyst,Contractor,Female,20-30,College,Low,Good,Good,73000.0
E03807,2024-10-01,,HR,IT Analyst,Full-time,Female,Below 20,College,Medium,Excellent,Best,61000.0
E00935,2021-04-19,,HR,IT Analyst,Contractor,Female,50-60,Master,Very High,Excellent,Good,46000.0
E04830,2024-10-07,,HR,Manager,Contractor,Male,60+,Master,Low,Outstanding,Good,44000.0
E01780,2022-08-25,,HR,IT Analyst,Full-time,Male,20-30,College,High,Outstanding,Bad,64000.0
E00315,2020-09-08,,HR,HR Specialist,Contractor,Male,30-40,Master,High,Excellent,Best,81000.0
E00791,2021-11-05,,HR,HR Specialist,Contractor,Female,Below 20,Below College,Very High,Outstanding,Bad,80000.0
E00828,2021-11-29,,HR,Finance Director,Full-time,Female,60+,Master,Medium,Good,Bad,64000.0
E00009,2020-10-14,,HR,Manager,Full-time,Male,30-40,Bachelor,Medium,Outstanding,Bad,85000.0
E00079,2020-10-09,2022-01-02,HR,Research Scientist,Contractor,Female,Below 20,College,Very High,Excellent,Good,95000.0
E02456,2023-07-16,,HR,Finance Director,Contractor,Female,50-60,Below College,Medium,Excellent,Better,46000.0
E00206,2020-04-07,,HR,Manager,Contractor,Female,60+,Doctor,Medium,Outstanding,Better,47000.0
E02536,2023-01-05,,HR,HR Specialist,Full-time,Male,60+,Doctor,Medium,Low,Bad,43000.0
E04673,2024-08-26,,HR,Sales Executive,Contractor,Male,50-60,Master,Medium,Good,Better,75000.0
E02236,2022-09-12,,HR,Manager,Contractor,Male,40-50,Bachelor,Low,Low,Good,68000.0
E202500372,2025-03-27,,HR,Research Scientist,Full-time,Female,60+,Bachelor,High,Outstanding,Bad,61889.93418214234
E01631,2022-06-27,,HR,Research Scientist,Contractor,Male,40-50,Doctor,High,Good,Good,84000.0
E04427,2024-11-27,,HR,Manager,Full-time,Female,Below 20,College,Medium,Excellent,Good,99000.0
E00155,2020-03-10,,HR,Sales Executive,Full-time,Other,Below 20,College,High,Low,Good,67000.0
E01793,2022-03-09,2024-01-04,HR,Research Scientist,Contractor,Male,Below 20,Master,Medium,Good,Better,68000.0
E02885,2023-02-15,,HR,Manager,Full-time,Female,30-40,Bachelor,Very High,Outstanding,Best,54000.0
E00101,2020-03-05,,HR,Research Scientist,Contractor,Female,50-60,Bachelor,Medium,Excellent,Better,52000.0
E04846,2024-12-23,,HR,Finance Director,Contractor,Female,60+,Bachelor,Very High,Excellent,Best,57000.0
E00370,2020-05-24,2022-08-29,HR,Research Scientist,Full-time,Female,40-50,Below College,High,Good,Good,71000.0
E04922,2024-05-03,,HR,Finance Director,Full-time,Male,40-50,College,Low,Low,Better,52000.0
E00510,2020-03-21,,HR,Research Scientist,Contractor,Male,20-30,Doctor,High,Excellent,Good,41000.0
E00980,2021-03-03,2025-12-16,HR,IT Analyst,Contractor,Male,60+,Doctor,Very High,Low,Good,41000.0
E01726,2022-04-14,,HR,Sales Executive,Contractor,Female,Below 20,Below College,High,Outstanding,Best,42000.0
E02124,2022-02-08,2024-02-06,HR,Research Scientist,Full-time,Female,Below 20,Master,High,Excellent,Better,58000.0
E03889,2024-04-17,,HR,Finance Director,Full-time,Male,20-30,Master,High,Low,Best,70000.0
E03673,2024-06-19,,HR,Sales Executive,Full-time,Male,40-50,Master,Low,Low,Best,80000.0
E02952,2023-05-16,2025-04-29,HR,Manager,Full-time,Male,50-60,Bachelor,Low,Outstanding,Better,76000.0
E02280,2022-08-24,,HR,HR Specialist,Full-time,Female,Below 20,Doctor,High,Good,Better,70000.0
E202500219,2025-09-29,,HR,HR Specialist,Full-time,Other,50-60,Master,High,Good,Good,84720.08189478135
E04362,2024-02-14,,HR,Manager,Contractor,Male,30-40,Master,High,Good,Good,52000.0
E04391,2024-07-19,,HR,HR Specialist,Contractor,Female,20-30,Master,High,Good,Good,58000.0
E01557,2022-12-29,,HR,Research Scientist,Contractor,Male,20-30,Bachelor,Low,Low,Better,60000.0
E03671,2024-03-12,,IT,Research Scientist,Contractor,Female,60+,Below College,Low,Outstanding,Better,83000.0
E04329,2024-07-24,2025-01-13,IT,Manager,Contractor,Female,Below 20,Below College,High,Low,Better,146000.0
E202500101,2025-01-12,,IT,Sales Executive,Full-time,Male,60+,Doctor,Low,Low,Good,96875.10607234536
E01228,2021-01-06,,IT,IT Analyst,Contractor,Female,40-50,College,Low,Outstanding,Bad,103000.0
E00988,2021-09-28,,IT,Research Scientist,Contractor,Female,60+,Below College,Medium,Low,Better,85000.0
E02018,2022-11-13,,IT,Manager,Full-time,Male,40-50,College,Low,Excellent,Good,83000.0
E01002,2021-06-04,,IT,IT Analyst,Contractor,Male,50-60,College,High,Low,Bad,132000.0
E01137,2021-09-01,2023-01-14,IT,IT Analyst,Contractor,Male,50-60,Master,Low,Outstanding,Better,118000.0
E01694,2022-03-22,,IT,HR Specialist,Full-time,Female,Below 20,Below College,Very High,Good,Best,71000.0
E02876,2023-08-25,,IT,IT Analyst,Full-time,Male,50-60,Master,Very High,Good,Better,118000.0
E01465,2022-05-09,2022-09-29,IT,IT Analyst,Full-time,Other,20-30,College,High,Excellent,Bad,136000.0
E01347,2021-04-29,2022-12-26,IT,IT Analyst,Contractor,Female,20-30,Below College,High,Good,Better,144000.0
E202500058,2025-04-27,,IT,Research Scientist,Contractor,Female,20-30,Doctor,Low,Good,Best,156593.3642936784
E03661,2024-09-01,,IT,Manager,Contractor,Male,Below 20,Bachelor,Medium,Excellent,Best,92000.0
E02592,2023-11-05,,IT,Manager,Contractor,Male,40-50,Below College,Medium,Low,Good,109000.0
E02102,2022-08-02,2023-01-22,IT,Research Scientist,Full-time,Male,30-40,College,Low,Low,Best,145000.0
E00868,2021-04-01,2024-02-29,IT,HR Specialist,Full-time,Female,Below 20,College,Medium,Good,Best,145000.0
E00185,2020-11-24,,IT,HR Specialist,Full-time,Female,30-40,Bachelor,Low,Excellent,Better,110000.0
E202500389,2025-08-07,,IT,HR Specialist,Full-time,Male,Below 20,Master,Medium,Good,Bad,88519.59080626613
E00309,2020-09-21,,IT,Research Scientist,Contractor,Male,Below 20,Master,Medium,Good,Better,124000.0
E02509,2023-11-11,,IT,IT Analyst,Contractor,Male,Below 20,Master,High,Low,Bad,118000.0
E04713,2024-06-29,,IT,Manager,Full-time,Female,Below 20,Master,Low,Good,Good,110000.0
E02644,2023-08-21,,IT,Sales Executive,Full-time,Male,30-40,Bachelor,Very High,Outstanding,Better,139000.0
E02182,2022-08-24,,IT,Research Scientist,Contractor,Female,20-30,College,High,Outstanding,Bad,103000.0
E03391,2023-03-03,2025-10-01,IT,Sales Executive,Contractor,Female,50-60,Bachelor,High,Outstanding,Better,149000.0
E00198,2020-05-21,2021-03-08,IT,Sales Executive,Full-time,Male,50-60,Below College,Medium,Good,Bad,73000.0
E03680,2024-01-02,,IT,HR Specialist,Contractor,Female,50-60,College,Medium,Low,Best,104000.0
E03111,2023-01-06,,IT,HR Specialist,Contractor,Male,40-50,Doctor,Very High,Excellent,Good,82000.0
E01451,2022-03-11,,IT,Manager,Contractor,Male,20-30,Bachelor,Low,Good,Best,74000.0
E01575,2022-10-30,2024-04-09,IT,IT Analyst,Contractor,Female,30-40,College,High,Good,Bad,80000.0
E02043,2022-07-22,,IT,Manager,Full-time,Male,40-50,College,Very High,Outstanding,Better,77000.0
E04303,2024-12-30,,IT,Finance Director,Contractor,Male,30-40,Master,Medium,Low,Good,134000.0
E04031,2024-01-13,,IT,IT Analyst,Contractor,Male,40-50,Bachelor,Very High,Low,Bad,79000.0
E00962,2021-08-02,,IT,HR Specialist,Contractor,Male,50-60,Doctor,High,Low,Best,92000.0
E02265,2022-12-04,2024-05-16,IT,HR Specialist,Contractor,Male,20-30,Doctor,Medium,Excellent,Bad,81000.0
E03086,2023-10-10,2024-05-17,IT,IT Analyst,Contractor,Male,20-30,Below College,Medium,Outstanding,Good,77000.0
E00125,2020-01-30,,IT,Sales Executive,Contractor,Female,50-60,Doctor,Very High,Outstanding,Bad,93000.0
E04516,2024-12-20,2025-09-29,IT,Manager,Contractor,Female,40-50,Below College,High,Excellent,Better,101000.0
E202500190,2025-11-28,,IT,Manager,Full-time,Female,50-60,Doctor,High,Low,Better,71492.29513387011
E02254,2022-05-31,,IT,Finance Director,Contractor,Male,50-60,Below College,Low,Outstanding,Good,85000.0
E00317,2020-09-16,2025-01-20,IT,Research Scientist,Contractor,Female,20-30,Bachelor,Medium,Low,Better,132000.0
E03662,2024-07-15,2025-04-08,IT,Research Scientist,Contractor,Male,50-60,Doctor,Very High,Excellent,Good,76000.0
E01277,2021-08-02,2023-07-31,IT,IT Analyst,Full-time,Female,30-40,Doctor,High,Excellent,Better,125000.0
E202500291,2025-08-24,,IT,Research Scientist,Contractor,Male,60+,Master,Very High,Low,Good,93031.28053948398
E02342,2022-05-01,2023-12-26,IT,Research Scientist,Full-time,Female,20-30,Bachelor,High,Good,Best,71000.0
E04242,2024-10-15,,IT,HR Specialist,Contractor,Female,40-50,Doctor,Medium,Outstanding,Best,98000.0
E03555,2023-08-02,2025-04-16,IT,Manager,Full-time,Female,Below 20,Master,Low,Outstanding,Good,99000.0
E02916,2023-05-06,,IT,Research Scientist,Full-time,Male,60+,Master,Medium,Good,Bad,132000.0
E00241,2020-08-22,,IT,Sales Executive,Full-time,Other,50-60,Doctor,Low,Good,Good,135000.0
E04628,2024-07-29,,IT,IT Analyst,Contractor,Male,50-60,Master,Medium,Excellent,Best,98000.0
E01245,2021-03-22,,IT,Manager,Contractor,Male,40-50,Below College,Medium,Outstanding,Better,145000.0
E04343,2024-02-15,,IT,HR Specialist,Contractor,Male,Below 20,Doctor,Medium,Good,Good,79000.0
E04850,2024-11-24,,IT,IT Analyst,Contractor,Female,50-60,College,Very High,Outstanding,Good,139000.0
E01495,2022-11-19,2024-04-05,IT,Manager,Full-time,Male,Below 20,Bachelor,Medium,Excellent,Good,71000.0
E03864,2024-07-07,,IT,Finance Director,Full-time,Female,60+,College,High,Outstanding,Bad,72000.0
E00726,2021-06-24,2025-11-14,IT,Research Scientist,Contractor,Male,Below 20,Doctor,Very High,Low,Best,136000.0
E04079,2024-04-27,,IT,IT Analyst,Full-time,Male,30-40,Master,High,Outstanding,Better,95000.0
E04260,2024-09-12,,IT,HR Specialist,Full-time,Female,30-40,Bachelor,High,Low,Good,131000.0
E04509,2024-04-15,,IT,IT Analyst,Full-time,Male,20-30,College,Low,Good,Good,78000.0
E02358,2022-11-26,2023-07-12,IT,HR Specialist,Full-time,Female,50-60,Below College,High,Excellent,Best,81000.0
E01394,2021-09-07,2025-09-04,IT,Finance Director,Contractor,Male,20-30,Doctor,Very High,Excellent,Better,97000.0
E03176,2023-01-07,,IT,Sales Executive,Full-time,Female,40-50,Bachelor,Very High,Outstanding,Bad,82000.0
E02316,2022-07-22,,IT,Manager,Contractor,Female,40-50,Bachelor,Very High,Good,Better,131000.0
E202500238,2025-12-18,,IT,Finance Director,Contractor,Male,50-60,Doctor,Low,Outstanding,Better,110365.41545642722
E04253,2024-09-21,,IT,Research Scientist,Full-time,Female,Below 20,Master,Low,Outstanding,Best,87000.0
E03651,2024-02-10,,IT,Sales Executive,Full-time,Male,40-50,Bachelor,Very High,Excellent,Best,106000.0
E00173,2020-12-10,2023-06-11,IT,Sales Executive,Contractor,Male,50-60,Master,High,Good,Bad,117000.0
E04285,2024-03-06,,IT,Finance Director,Full-time,Male,40-50,Master,Medium,Outstanding,Bad,85000.0
E01224,2021-06-30,,IT,Sales Executive,Full-time,Other,60+,Doctor,Medium,Excellent,Bad,74000.0
E02381,2022-08-30,2024-06-15,IT,Sales Executive,Full-time,Male,50-60,Doctor,Medium,Excellent,Good,89000.0
E202500161,2025-07-01,,IT,IT Analyst,Contractor,Female,20-30,Bachelor,Low,Good,Good,124751.9953932394
E01972,2022-10-10,,IT,Finance Director,Contractor,Male,50-60,Below College,Very High,Outstanding,Good,130000.0
E02931,2023-12-01,,IT,Sales Executive,Full-time,Male,30-40,College,Medium,Low,Good,94000.0
E01759,2022-01-01,2025-12-08,IT,HR Specialist,Full-time,Female,20-30,Below College,Low,Outstanding,Bad,71000.0
E202500284,2025-07-30,,IT,Sales Executive,Contractor,Male,30-40,Master,Very High,Outstanding,Bad,101551.89898795924
E04136,2024-04-02,,IT,Sales Executive,Full-time,Female,Below 20,Master,Medium,Good,Best,128000.0
E02091,2022-10-22,2025-02-13,IT,Finance Director,Contractor,Male,60+,College,Low,Good,Best,84000.0
E01397,2021-10-30,,IT,Manager,Contractor,Female,30-40,College,Low,Outstanding,Bad,113000.0
E02544,2023-11-17,,IT,Research Scientist,Full-time,Male,60+,Below College,Medium,Low,Good,82000.0
E00457,2020-10-08,,IT,Manager,Full-time,Female,40-50,Below College,Low,Excellent,Bad,90000.0
E04649,2024-10-13,,IT,Finance Director,Full-time,Male,20-30,Bachelor,Low,Good,Best,98000.0
E01806,2022-11-16,,IT,Manager,Contractor,Male,20-30,Doctor,High,Outstanding,Better,85000.0
E202500363,2025-05-22,,IT,Finance Director,Contractor,Female,Below 20,Master,Low,Good,Good,85203.82313214763
E02622,2023-12-15,,IT,HR Specialist,Contractor,Male,20-30,Master,Low,Outstanding,Good,90000.0
E01013,2021-05-13,,IT,Manager,Contractor,Other,20-30,Bachelor,Medium,Low,Better,92000.0
E02237,2022-08-05,,IT,Sales Executive,Contractor,Male,50-60,Bachelor,Very High,Excellent,Better,147000.0
E00404,2020-11-03,,IT,HR Specialist,Full-time,Male,Below 20,Doctor,Low,Outstanding,Best,75000.0
E01102,2021-06-01,,IT,IT Analyst,Contractor,Other,30-40,College,Very High,Low,Best,72000.0
E02894,2023-12-03,2025-05-21,IT,Research Scientist,Full-time,Male,60+,Master,Low,Good,Good,74000.0
E02015,2022-03-06,,IT,HR Specialist,Contractor,Male,Below 20,Doctor,Medium,Excellent,Good,129000.0
E01791,2022-08-07,2025-11-12,IT,IT Analyst,Full-time,Female,20-30,Below College,Medium,Excellent,Good,119000.0
E202500293,2025-01-26,,IT,Finance Director,Contractor,Female,Below 20,Master,Low,Excellent,Good,101034.10974437796
E04554,2024-09-03,,IT,HR Specialist,Full-time,Male,40-50,College,Medium,Excellent,Bad,144000.0
E04438,2024-12-12,,IT,Research Scientist,Contractor,Male,60+,Bachelor,Very High,Outstanding,Bad,97000.0
E00252,2020-11-20,,IT,Manager,Full-time,Female,60+,College,Very High,Outstanding,Good,132000.0
E202500306,2025-08-04,,IT,Sales Executive,Full-time,Female,40-50,College,Very High,Low,Better,101241.23294585512
E02852,2023-09-19,,IT,IT Analyst,Full-time,Female,30-40,Doctor,Very High,Excellent,Best,76000.0
E01375,2021-05-11,,IT,Finance Director,Contractor,Female,Below 20,College,Very High,Low,Better,87000.0
E03709,2024-01-05,,IT,HR Specialist,Full-time,Female,20-30,Master,High,Low,Good,98000.0
E03462,2023-02-04,,IT,IT Analyst,Full-time,Female,50-60,Doctor,Low,Excellent,Better,96000.0
E00858,2021-08-31,,IT,Sales Executive,Contractor,Male,Below 20,Bachelor,Medium,Outstanding,Good,86000.0
E02749,2023-06-12,,IT,Manager,Full-time,Male,Below 20,Bachelor,Low,Excellent,Better,122000.0
E00231,2020-05-29,2025-05-22,IT,Manager,Full-time,Male,20-30,College,Medium,Excellent,Better,76000.0
E202500127,2025-06-19,,IT,IT Analyst,Contractor,Female,20-30,Master,Low,Low,Best,75225.03902941017
E02332,2022-12-04,,IT,Sales Executive,Full-time,Female,30-40,Doctor,Low,Low,Good,142000.0
E03021,2023-08-25,,IT,Manager,Full-time,Female,50-60,Bachelor,High,Outstanding,Bad,109000.0
E00098,2020-12-22,,IT,Sales Executive,Contractor,Female,40-50,Below College,Very High,Outstanding,Good,104000.0
E02093,2022-01-14,,IT,Manager,Contractor,Female,20-30,College,Low,Low,Best,147000.0
E03852,2024-04-25,,IT,HR Specialist,Full-time,Female,Below 20,Below College,Low,Outstanding,Good,77000.0
E03946,2024-08-04,,IT,Research Scientist,Full-time,Female,Below 20,Bachelor,High,Low,Bad,98000.0
E00170,2020-06-22,,IT,HR Specialist,Contractor,Male,50-60,Doctor,Very High,Low,Bad,99000.0
E02386,2022-06-29,2022-11-14,IT,Sales Executive,Contractor,Male,30-40,College,Low,Good,Bad,124000.0
E02469,2023-01-09,,IT,Manager,Contractor,Male,40-50,College,High,Low,Better,133000.0
E03164,2023-07-03,2024-09-23,IT,Finance Director,Full-time,Male,60+,Below College,Medium,Low,Better,97000.0
E03642,2024-10-06,,IT,IT Analyst,Full-time,Male,40-50,Below College,Medium,Low,Good,93000.0
E01017,2021-07-28,,IT,IT Analyst,Contractor,Female,20-30,College,Low,Excellent,Better,100000.0
E03987,2024-09-30,,IT,Manager,Full-time,Female,50-60,Below College,Medium,Outstanding,Bad,130000.0
E202500027,2025-12-01,,IT,Manager,Contractor,Female,50-60,Master,Very High,Low,Bad,74519.4970055658
E01422,2022-04-08,,IT,Research Scientist,Contractor,Male,60+,Doctor,Low,Good,Better,125000.0
E04779,2024-12-20,,IT,Manager,Contractor,Female,30-40,Bachelor,Very High,Low,Bad,73000.0
E04191,2024-01-04,,IT,Research Scientist,Full-time,Male,30-40,Master,High,Low,Good,113000.0
E01411,2022-10-11,,IT,IT Analyst,Contractor,Female,50-60,Below College,High,Good,Good,128000.0
E00999,2021-01-30,2021-10-05,IT,HR Specialist,Full-time,Other,60+,Doctor,Low,Low,Better,117000.0
E202500199,2025-05-03,,IT,Finance Director,Full-time,Female,40-50,College,Low,Excellent,Bad,108625.15951721524
E04023,2024-05-24,,IT,HR Specialist,Full-time,Male,Below 20,Bachelor,Very High,Low,Good,84000.0
E04384,2024-07-31,,IT,Manager,Contractor,Male,30-40,Master,Very High,Outstanding,Best,127000.0
E01689,2022-11-17,,IT,HR Specialist,Full-time,Male,50-60,Doctor,Medium,Excellent,Good,78000.0
E03746,2024-08-04,2025-05-01,IT,HR Specialist,Full-time,Female,40-50,Master,Very High,Excellent,Bad,116000.0
E01522,2022-09-02,2023-11-18,IT,Research Scientist,Full-time,Male,30-40,Master,Low,Low,Best,72000.0
E00690,2021-06-09,,IT,HR Specialist,Contractor,Female,Below 20,Doctor,High,Good,Good,131000.0
E202500327,2025-04-21,,IT,Finance Director,Full-time,Female,60+,Master,Medium,Excellent,Bad,94032.73107252398
E00331,2020-03-31,,IT,Manager,Full-time,Female,20-30,Bachelor,Medium,Outstanding,Bad,75000.0
E00747,2021-09-12,,IT,HR Specialist,Full-time,Female,20-30,College,Low,Excellent,Bad,101000.0
E04589,2024-08-28,,IT,HR Specialist,Full-time,Male,60+,Master,Medium,Good,Best,118000.0
E02251,2022-09-04,2023-04-28,IT,Finance Director,Contractor,Female,20-30,Below College,High,Low,Better,133000.0
E04432,2024-10-09,,IT,IT Analyst,Contractor,Male,50-60,Master,High,Good,Good,99000.0
E02565,2023-05-08,,IT,Manager,Full-time,Female,20-30,College,High,Outstanding,Bad,86000.0
E01680,2022-07-23,2023-09-30,IT,Finance Director,Contractor,Male,50-60,College,High,Low,Bad,128000.0
E03160,2023-06-04,,IT,IT Analyst,Full-time,Female,40-50,Bachelor,Low,Good,Bad,97000.0
E04735,2024-12-14,,IT,Finance Director,Contractor,Female,60+,Doctor,High,Good,Best,90000.0
E00634,2021-05-11,,IT,Research Scientist,Full-time,Male,60+,Below College,High,Outstanding,Best,74000.0
E03687,2024-09-24,,IT,Sales Executive,Contractor,Male,Below 20,College,High,Outstanding,Best,104000.0
E02309,2022-11-17,2023-01-27,IT,Research Scientist,Contractor,Female,50-60,Master,High,Outstanding,Good,147000.0
E03988,2024-06-15,,IT,HR Specialist,Contractor,Female,60+,Below College,High,Outstanding,Better,124000.0
E03958,2024-03-16,,IT,Manager,Full-time,Female,Below 20,College,High,Good,Best,71000.0
E00786,2021-05-26,,IT,Finance Director,Full-time,Male,20-30,Master,Medium,Good,Better,118000.0
E02559,2023-05-03,2025-06-12,IT,IT Analyst,Contractor,Female,40-50,Below College,High,Outstanding,Best,106000.0
E04699,2024-09-08,,IT,HR Specialist,Full-time,Female,20-30,College,Medium,Low,Good,99000.0
E02517,2023-09-20,,IT,Finance Director,Contractor,Female,60+,Doctor,Very High,Low,Best,134000.0
E03659,2024-10-31,,IT,Sales Executive,Full-time,Male,40-50,Below College,Medium,Low,Good,98000.0
E02506,2023-01-28,,IT,Finance Director,Contractor,Female,Below 20,College,High,Low,Best,96000.0
E04557,2024-03-13,,IT,Finance Director,Full-time,Male,Below 20,Bachelor,Medium,Good,Bad,75000.0
E01436,2022-10-15,2023-05-19,IT,HR Specialist,Contractor,Female,40-50,Below College,Medium,Outstanding,Best,78000.0
E202500240,2025-10-09,,IT,Finance Director,Contractor,Male,60+,Bachelor,High,Excellent,Better,119662.20448456064
E04943,2024-05-08,,IT,Sales Executive,Contractor,Male,30-40,Master,Low,Excellent,Best,144000.0
E02534,2023-03-03,,IT,Research Scientist,Full-time,Female,40-50,College,High,Good,Good,122000.0
E03537,2023-05-23,,IT,Finance Director,Full-time,Female,20-30,Bachelor,Very High,Outstanding,Bad,102000.0
E01176,2021-05-15,,IT,IT Analyst,Full-time,Male,30-40,Bachelor,High,Excellent,Best,79000.0
E02652,2023-02-15,,IT,Research Scientist,Full-time,Female,Below 20,Doctor,High,Low,Good,99000.0
E01287,2021-10-19,2022-04-11,IT,Sales Executive,Contractor,Female,40-50,Below College,Low,Good,Better,128000.0
E02345,2022-11-24,2025-06-27,IT,IT Analyst,Contractor,Other,60+,Below College,Low,Low,Best,77000.0
E04975,2024-06-25,,IT,Manager,Full-time,Female,40-50,College,High,Low,Better,124000.0
E04636,2024-12-23,,IT,IT Analyst,Full-time,Other,50-60,Below College,High,Excellent,Good,76000.0
E202500311,2025-09-01,,IT,IT Analyst,Full-time,Female,Below 20,Bachelor,Very High,Outstanding,Best,75928.56739584
E00351,2020-01-19,2025-04-25,IT,Finance Director,Full-time,Male,50-60,Doctor,Medium,Outstanding,Good,70000.0
E00485,2020-06-04,,IT,HR Specialist,Full-time,Male,30-40,Doctor,Low,Good,Best,93000.0
E04056,2024-04-13,,IT,IT Analyst,Contractor,Female,40-50,Master,Medium,Good,Bad,76000.0
E01080,2021-12-15,,IT,HR Specialist,Contractor,Other,30-40,Below College,Very High,Excellent,Better,142000.0
E02393,2022-03-13,,IT,Manager,Full-time,Female,40-50,Bachelor,Very High,Excellent,Bad,123000.0
